k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
      22|[0.037208066162318, 0.0690178971772933, 0.0190385921043015, -0.0294094405719393, -0.0004740012919556, 0.0198832226187081, -0.0496240203972431, 0.0163303975298216, 0.0039015432840815, -0.0103599772728792, -0.0228030495860957, -0.0105511784154584, -0.0254988586227895, 0.0044481256679061, -0.0023831435586922, -0.0353588809513104, -0.0198965411959131, -0.0187818559744519, 0.0186681728298204, -0.0307869377902481, -0.0322409008261625, -0.0315863544078028, 0.0132837216311927, 0.0299842903782877, 0.0242326805923627, 0.0063542814248425, -0.0011825473250676, 0.0255399176423345, -0.0087118023554527, -0.013296672816155, 0.0908846742792356, 0.0020331708692804, -0.0744886575934097, -0.0080960746288313, 0.080992027179635, 0.0080736125527394, 0.0013335406116103, -0.0211461114886535, 0.0146176234112502, 0.1096787395519075, 0.031260439871934, -0.063212390589631, 0.0119708063062532, 0.0887608386703097, 0.0193839639463556, -0.0133705751716339, 0.0156024910864297, 0.0284956467973331, 0.1330786487206798, 0.0437602747079831, -0.0332880346130657, 0.0250827722893034, 0.104723572232828, 0.0277652142190933, -0.0026777297988943, 0.0271207625990396, 0.0047503004434046]|686.4868760573317559|      0.01562500|[2134, 704, 22, 66]                                                        |  | used linear model with 129 points | iterate failure | actual_k=16
      23|[0.037208066162318, 0.0690178971772933, 0.0190385921043015, -0.0294094405719393, -0.0004740012919556, 0.0198832226187081, -0.0496240203972431, 0.0163303975298216, 0.0039015432840815, -0.0103599772728792, -0.0228030495860957, -0.0105511784154584, -0.0254988586227895, 0.0044481256679061, -0.0023831435586922, -0.0353588809513104, -0.0198965411959131, -0.0187818559744519, 0.0186681728298204, -0.0307869377902481, -0.0322409008261625, -0.0315863544078028, 0.0132837216311927, 0.0299842903782877, 0.0242326805923627, 0.0063542814248425, -0.0011825473250676, 0.0255399176423345, -0.0087118023554527, -0.013296672816155, 0.0908846742792356, 0.0020331708692804, -0.0744886575934097, -0.0080960746288313, 0.080992027179635, 0.0080736125527394, 0.0013335406116103, -0.0211461114886535, 0.0146176234112502, 0.1096787395519075, 0.031260439871934, -0.063212390589631, 0.0119708063062532, 0.0887608386703097, 0.0193839639463556, -0.0133705751716339, 0.0156024910864297, 0.0284956467973331, 0.1330786487206798, 0.0437602747079831, -0.0332880346130657, 0.0250827722893034, 0.104723572232828, 0.0277652142190933, -0.0026777297988943, 0.0271207625990396, 0.0047503004434046]|686.4868760573317559|      0.00781250|[2231, 736, 23, 69]                                                        |  | used linear model with 129 points | iterate failure | actual_k=16
      24|[0.0379397026595104, 0.067391497406324, 0.0181849495487246, -0.0325475180404324, -0.0030318412232877, 0.0212576026540823, -0.0494760678862278, 0.0152688996078383, 0.0014963612155968, -0.0108994260572561, -0.0239521623039335, -0.0101882638192673, -0.0263116358336676, 0.0053095381389845, -0.0016918025849529, -0.0357177828767259, -0.0212611030036007, -0.0194405047664282, 0.018807283479954, -0.0307086109380753, -0.0320542163173683, -0.0339826186633593, 0.012952516109113, 0.0308096462068118, 0.0240933981892474, 0.0048799131552712, -0.0013913757264777, 0.0257001454016258, -0.0088026949769688, -0.0128257513581659, 0.0910032629212305, 0.002489978640549, -0.074125174308936, -0.007585417476636, 0.0816808973691069, 0.0083101007301559, 0.0015667885272384, -0.0206326898705152, 0.0149749807107278, 0.1099765321480461, 0.0336604991689958, -0.0629133911788707, 0.0123064845393639, 0.0889288951878472, 0.0193227278909321, -0.0132649324403833, 0.0147123377921632, 0.0285551046871005, 0.1349142607218782, 0.0445318944407147, -0.0340486592579737, 0.0248789870266768, 0.106107868405497, 0.028165796734871, -0.0031934603840955, 0.0273172040005144, 0.0059040014210317]|321.6803721454639913|      0.01562500|[2328, 768, 24, 72]                                                        |  | used linear model with 129 points | iterate success | actual_k=16
      25|[0.0379397026595104, 0.067391497406324, 0.0181849495487246, -0.0325475180404324, -0.0030318412232877, 0.0212576026540823, -0.0494760678862278, 0.0152688996078383, 0.0014963612155968, -0.0108994260572561, -0.0239521623039335, -0.0101882638192673, -0.0263116358336676, 0.0053095381389845, -0.0016918025849529, -0.0357177828767259, -0.0212611030036007, -0.0194405047664282, 0.018807283479954, -0.0307086109380753, -0.0320542163173683, -0.0339826186633593, 0.012952516109113, 0.0308096462068118, 0.0240933981892474, 0.0048799131552712, -0.0013913757264777, 0.0257001454016258, -0.0088026949769688, -0.0128257513581659, 0.0910032629212305, 0.002489978640549, -0.074125174308936, -0.007585417476636, 0.0816808973691069, 0.0083101007301559, 0.0015667885272384, -0.0206326898705152, 0.0149749807107278, 0.1099765321480461, 0.0336604991689958, -0.0629133911788707, 0.0123064845393639, 0.0889288951878472, 0.0193227278909321, -0.0132649324403833, 0.0147123377921632, 0.0285551046871005, 0.1349142607218782, 0.0445318944407147, -0.0340486592579737, 0.0248789870266768, 0.106107868405497, 0.028165796734871, -0.0031934603840955, 0.0273172040005144, 0.0059040014210317]|321.6803721454639913|      0.00781250|[2425, 800, 25, 75]                                                        |  | used linear model with 129 points | iterate failure | actual_k=16
      26|[0.037304487428451, 0.0691941400152211, 0.0195618272328359, -0.0317706464236071, -0.0012712750643126, 0.0212275908467075, -0.0498876023147137, 0.0150124218170733, 0.0037257716812316, -0.0110409961990971, -0.0243745083702494, -0.0089890143502298, -0.0245465756489867, 0.0037043371809682, -0.0021440303361564, -0.0350113215937632, -0.0206560455971859, -0.0202904258204127, 0.0197699205849058, -0.0317271206438411, -0.0319493649643047, -0.0342049293440901, 0.0139296131309669, 0.0303742139755267, 0.0231092486899957, 0.0050629138347363, -0.0009724803224139, 0.0244940347449388, -0.0091605302327922, -0.0130594890608389, 0.090231158984234, 0.0035738166823829, -0.0734183455944662, -0.0086114880483079, 0.08167653860092, 0.0077855020161275, 0.0016482758798588, -0.0206558681285207, 0.0148688666304925, 0.1101606687322057, 0.0340501408689138, -0.0623218479689309, 0.0121423286863096, 0.0886630191318886, 0.0188431224763734, -0.0136345438568803, 0.0137867702670251, 0.0278416438210671, 0.1386808648223661, 0.0449328996923505, -0.0349849500254789, 0.0252329401580031, 0.108457023073194, 0.0283217577127114, -0.0010775897104242, 0.0272699460430282, 0.006247330016595]|239.0388413490766197|      0.01562500|[2522, 832, 26, 78]                                                        |  | used linear model with 129 points | iterate success | actual_k=16
      27|[0.037304487428451, 0.0691941400152211, 0.0195618272328359, -0.0317706464236071, -0.0012712750643126, 0.0212275908467075, -0.0498876023147137, 0.0150124218170733, 0.0037257716812316, -0.0110409961990971, -0.0243745083702494, -0.0089890143502298, -0.0245465756489867, 0.0037043371809682, -0.0021440303361564, -0.0350113215937632, -0.0206560455971859, -0.0202904258204127, 0.0197699205849058, -0.0317271206438411, -0.0319493649643047, -0.0342049293440901, 0.0139296131309669, 0.0303742139755267, 0.0231092486899957, 0.0050629138347363, -0.0009724803224139, 0.0244940347449388, -0.0091605302327922, -0.0130594890608389, 0.090231158984234, 0.0035738166823829, -0.0734183455944662, -0.0086114880483079, 0.08167653860092, 0.0077855020161275, 0.0016482758798588, -0.0206558681285207, 0.0148688666304925, 0.1101606687322057, 0.0340501408689138, -0.0623218479689309, 0.0121423286863096, 0.0886630191318886, 0.0188431224763734, -0.0136345438568803, 0.0137867702670251, 0.0278416438210671, 0.1386808648223661, 0.0449328996923505, -0.0349849500254789, 0.0252329401580031, 0.108457023073194, 0.0283217577127114, -0.0010775897104242, 0.0272699460430282, 0.006247330016595]|239.0388413490766197|      0.00781250|[2619, 864, 27, 81]                                                        |  | used linear model with 129 points | iterate failure | actual_k=16
      28|[0.037304487428451, 0.0691941400152211, 0.0195618272328359, -0.0317706464236071, -0.0012712750643126, 0.0212275908467075, -0.0498876023147137, 0.0150124218170733, 0.0037257716812316, -0.0110409961990971, -0.0243745083702494, -0.0089890143502298, -0.0245465756489867, 0.0037043371809682, -0.0021440303361564, -0.0350113215937632, -0.0206560455971859, -0.0202904258204127, 0.0197699205849058, -0.0317271206438411, -0.0319493649643047, -0.0342049293440901, 0.0139296131309669, 0.0303742139755267, 0.0231092486899957, 0.0050629138347363, -0.0009724803224139, 0.0244940347449388, -0.0091605302327922, -0.0130594890608389, 0.090231158984234, 0.0035738166823829, -0.0734183455944662, -0.0086114880483079, 0.08167653860092, 0.0077855020161275, 0.0016482758798588, -0.0206558681285207, 0.0148688666304925, 0.1101606687322057, 0.0340501408689138, -0.0623218479689309, 0.0121423286863096, 0.0886630191318886, 0.0188431224763734, -0.0136345438568803, 0.0137867702670251, 0.0278416438210671, 0.1386808648223661, 0.0449328996923505, -0.0349849500254789, 0.0252329401580031, 0.108457023073194, 0.0283217577127114, -0.0010775897104242, 0.0272699460430282, 0.006247330016595]|239.0388413490766197|      0.00390625|[2716, 896, 28, 84]                                                        |  | used linear model with 129 points | iterate failure | actual_k=16
      29|[0.038501166013981, 0.0681948027398953, 0.0184297078843246, -0.0331498470552546, -0.0028187305305652, 0.0210632391746405, -0.0492255948272649, 0.0144010264901793, 0.0031872393577198, -0.0118066122617422, -0.0256294387865141, -0.009024886508189, -0.024759651314131, 0.0035689600870951, -0.0018393314796694, -0.0350106278260414, -0.0207756149144919, -0.0201116633173028, 0.0196595830739918, -0.0316462628626735, -0.0321165315242713, -0.0347077305960132, 0.0136679729730575, 0.030585836482329, 0.023188960751782, 0.0045725884451293, -0.0010714768526708, 0.0245392437113963, -0.0090948146899793, -0.0129575002738414, 0.0898415620669788, 0.0037908561727806, -0.0731625299798056, -0.0084452892499737, 0.0816653579508224, 0.0075401933864971, 0.0016074204556044, -0.0207754655581496, 0.0147732290003826, 0.1100569265232048, 0.0337563267676742, -0.0625488760852149, 0.0120803469926069, 0.0885556535630642, 0.0189400876225501, -0.0135554058917169, 0.0137240742763827, 0.0279801989193676, 0.1396101381690743, 0.044804124173852, -0.035613613681541, 0.02553363578537, 0.1093284135878065, 0.0286251498801914, -0.0007790552282036, 0.027676507743687, 0.006379951724383]|137.8036159273313501|      0.00781250|[2813, 928, 29, 87]                                                        |  | used linear model with 129 points | iterate success | actual_k=16
      30|[0.038501166013981, 0.0681948027398953, 0.0184297078843246, -0.0331498470552546, -0.0028187305305652, 0.0210632391746405, -0.0492255948272649, 0.0144010264901793, 0.0031872393577198, -0.0118066122617422, -0.0256294387865141, -0.009024886508189, -0.024759651314131, 0.0035689600870951, -0.0018393314796694, -0.0350106278260414, -0.0207756149144919, -0.0201116633173028, 0.0196595830739918, -0.0316462628626735, -0.0321165315242713, -0.0347077305960132, 0.0136679729730575, 0.030585836482329, 0.023188960751782, 0.0045725884451293, -0.0010714768526708, 0.0245392437113963, -0.0090948146899793, -0.0129575002738414, 0.0898415620669788, 0.0037908561727806, -0.0731625299798056, -0.0084452892499737, 0.0816653579508224, 0.0075401933864971, 0.0016074204556044, -0.0207754655581496, 0.0147732290003826, 0.1100569265232048, 0.0337563267676742, -0.0625488760852149, 0.0120803469926069, 0.0885556535630642, 0.0189400876225501, -0.0135554058917169, 0.0137240742763827, 0.0279801989193676, 0.1396101381690743, 0.044804124173852, -0.035613613681541, 0.02553363578537, 0.1093284135878065, 0.0286251498801914, -0.0007790552282036, 0.027676507743687, 0.006379951724383]|137.8036159273313501|      0.00390625|[2910, 960, 30, 90]                                                        |  | used linear model with 129 points | iterate failure | actual_k=16
      31|[0.0381377103981511, 0.0686941865809565, 0.018560950353356, -0.0326534999694618, -0.001438093751818, 0.0210826041298682, -0.0497512574718589, 0.0145197476298448, 0.0040608317317384, -0.0108539070147127, -0.0244726969775672, -0.0091762871697067, -0.0254929391273885, 0.0034608030996044, -0.0017809782161315, -0.0348782042004412, -0.0216173344053566, -0.0202048481700311, 0.0196770566163558, -0.0312481569236185, -0.0320255967077034, -0.0344236860077852, 0.0134368831876937, 0.0308609343507505, 0.0232084522535189, 0.0040828350239047, -0.0014178045002877, 0.0240896571175338, -0.0088537891290983, -0.012855071722236, 0.0893107104459889, 0.0035067436937933, -0.072639683048668, -0.0086722669271773, 0.0812470134911508, 0.007579042153634, 0.0015432582792524, -0.0208383701825854, 0.0149091588479912, 0.1092685376016277, 0.0336054866789023, -0.0625170154971975, 0.0118769286711308, 0.0883192350849856, 0.0184725031885764, -0.0139433985004748, 0.013333732749451, 0.0280425315114744, 0.1408945058450788, 0.0451213958746461, -0.0361102278048166, 0.025374802127391, 0.1108194321715412, 0.0291797261341014, -0.0004708432610321, 0.0281768030569916, 0.006561992162606]| 87.9313155947234577|      0.00781250|[3007, 992, 31, 93]                                                        |  | used linear model with 129 points | iterate success | actual_k=16
      32|[0.0381377103981511, 0.0686941865809565, 0.018560950353356, -0.0326534999694618, -0.001438093751818, 0.0210826041298682, -0.0497512574718589, 0.0145197476298448, 0.0040608317317384, -0.0108539070147127, -0.0244726969775672, -0.0091762871697067, -0.0254929391273885, 0.0034608030996044, -0.0017809782161315, -0.0348782042004412, -0.0216173344053566, -0.0202048481700311, 0.0196770566163558, -0.0312481569236185, -0.0320255967077034, -0.0344236860077852, 0.0134368831876937, 0.0308609343507505, 0.0232084522535189, 0.0040828350239047, -0.0014178045002877, 0.0240896571175338, -0.0088537891290983, -0.012855071722236, 0.0893107104459889, 0.0035067436937933, -0.072639683048668, -0.0086722669271773, 0.0812470134911508, 0.007579042153634, 0.0015432582792524, -0.0208383701825854, 0.0149091588479912, 0.1092685376016277, 0.0336054866789023, -0.0625170154971975, 0.0118769286711308, 0.0883192350849856, 0.0184725031885764, -0.0139433985004748, 0.013333732749451, 0.0280425315114744, 0.1408945058450788, 0.0451213958746461, -0.0361102278048166, 0.025374802127391, 0.1108194321715412, 0.0291797261341014, -0.0004708432610321, 0.0281768030569916, 0.006561992162606]| 87.9313155947234577|      0.00390625|[3104, 1024, 32, 96]                                                       |  | used linear model with 129 points | iterate failure | actual_k=16
      33|[0.0381377103981511, 0.0686941865809565, 0.018560950353356, -0.0326534999694618, -0.001438093751818, 0.0210826041298682, -0.0497512574718589, 0.0145197476298448, 0.0040608317317384, -0.0108539070147127, -0.0244726969775672, -0.0091762871697067, -0.0254929391273885, 0.0034608030996044, -0.0017809782161315, -0.0348782042004412, -0.0216173344053566, -0.0202048481700311, 0.0196770566163558, -0.0312481569236185, -0.0320255967077034, -0.0344236860077852, 0.0134368831876937, 0.0308609343507505, 0.0232084522535189, 0.0040828350239047, -0.0014178045002877, 0.0240896571175338, -0.0088537891290983, -0.012855071722236, 0.0893107104459889, 0.0035067436937933, -0.072639683048668, -0.0086722669271773, 0.0812470134911508, 0.007579042153634, 0.0015432582792524, -0.0208383701825854, 0.0149091588479912, 0.1092685376016277, 0.0336054866789023, -0.0625170154971975, 0.0118769286711308, 0.0883192350849856, 0.0184725031885764, -0.0139433985004748, 0.013333732749451, 0.0280425315114744, 0.1408945058450788, 0.0451213958746461, -0.0361102278048166, 0.025374802127391, 0.1108194321715412, 0.0291797261341014, -0.0004708432610321, 0.0281768030569916, 0.006561992162606]| 87.9313155947234577|      0.00195312|[3201, 1056, 33, 99]                                                       |  | used linear model with 129 points | iterate failure | actual_k=16
      34|[0.0386419201083472, 0.0684879266120704, 0.0180836283991273, -0.0335383774402015, -0.0021491678305083, 0.0212049925852864, -0.0494964250500146, 0.0142253936330961, 0.0035685188197057, -0.0111049495077301, -0.0248811637379818, -0.0090648404965446, -0.0255272713746113, 0.0034737102007718, -0.0016520851726558, -0.035000461513803, -0.0216092432886787, -0.020235430161187, 0.0197062870874711, -0.0311656883526514, -0.0319836390092429, -0.0342271489271882, 0.0133615387836111, 0.0308870266049472, 0.0233130317263728, 0.00417997681374, -0.0013639959406681, 0.0241162423484834, -0.008863037282389, -0.0128115740602992, 0.0892601356028613, 0.0034972748607927, -0.0725956611246665, -0.0086704838652835, 0.0812441336333482, 0.007593309492136, 0.0015328248380687, -0.020912983797091, 0.0150023062915978, 0.109122756338112, 0.0332767526135498, -0.0626324151560304, 0.011884385556379, 0.0881315123199954, 0.0184835160311828, -0.0139859021022478, 0.0132321068109439, 0.0279327185636149, 0.1416190976975359, 0.0452774999089429, -0.0364063534616209, 0.0255703359741296, 0.1112837412681027, 0.0293743552042727, -0.0002783924858338, 0.0283094988185362, 0.0067384596402055]| 58.4783890477735682|      0.00390625|[3298, 1088, 34, 102]                                                      |  | used linear model with 129 points | iterate success | actual_k=16
      35|[0.0386419201083472, 0.0684879266120704, 0.0180836283991273, -0.0335383774402015, -0.0021491678305083, 0.0212049925852864, -0.0494964250500146, 0.0142253936330961, 0.0035685188197057, -0.0111049495077301, -0.0248811637379818, -0.0090648404965446, -0.0255272713746113, 0.0034737102007718, -0.0016520851726558, -0.035000461513803, -0.0216092432886787, -0.020235430161187, 0.0197062870874711, -0.0311656883526514, -0.0319836390092429, -0.0342271489271882, 0.0133615387836111, 0.0308870266049472, 0.0233130317263728, 0.00417997681374, -0.0013639959406681, 0.0241162423484834, -0.008863037282389, -0.0128115740602992, 0.0892601356028613, 0.0034972748607927, -0.0725956611246665, -0.0086704838652835, 0.0812441336333482, 0.007593309492136, 0.0015328248380687, -0.020912983797091, 0.0150023062915978, 0.109122756338112, 0.0332767526135498, -0.0626324151560304, 0.011884385556379, 0.0881315123199954, 0.0184835160311828, -0.0139859021022478, 0.0132321068109439, 0.0279327185636149, 0.1416190976975359, 0.0452774999089429, -0.0364063534616209, 0.0255703359741296, 0.1112837412681027, 0.0293743552042727, -0.0002783924858338, 0.0283094988185362, 0.0067384596402055]| 58.4783890477735682|      0.00195312|[3395, 1120, 35, 105]                                                      |  | used linear model with 129 points | iterate failure | actual_k=16
      36|[0.0384149482095646, 0.06879362447196, 0.0184478923352259, -0.0330921523804127, -0.001623379617016, 0.0212467797124188, -0.049802368340012, 0.0143346798124585, 0.0039625080072628, -0.0108807372214081, -0.0245577244983101, -0.0091582353080956, -0.0259072085726719, 0.0035369144137091, -0.0015551489567452, -0.0348894284387375, -0.0215812915461065, -0.0202962386402884, 0.0197157667156666, -0.0313048099753333, -0.0319504567025618, -0.0341817828217324, 0.0136831061675013, 0.0307219195772177, 0.0230316922065119, 0.0041470842608004, -0.0012180596351429, 0.0242760015843224, -0.0089170850593392, -0.0129949916618127, 0.0890939819618898, 0.0036307622581968, -0.0724150644637417, -0.0086987206181833, 0.0808997635465838, 0.007715051226544, 0.0015194875131766, -0.0209008968071509, 0.0149156431868897, 0.1089657947826355, 0.0331391901919685, -0.0623815642667981, 0.0119360402739297, 0.0879595223184291, 0.0185810577214482, -0.014272693292847, 0.0132246697073738, 0.0280531257049281, 0.1425363974344041, 0.0453041525454831, -0.0368876158486843, 0.0257607344071649, 0.1119988781994477, 0.0295341541557087, -0.0001094088838827, 0.0283634612603408, 0.0067567196812102]| 42.4481666308518726|      0.00390625|[3492, 1152, 36, 108]                                                      |  | used linear model with 129 points | iterate success | actual_k=16
